index,tweet,tweettype
2002,@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far),fear
2003,@SportsTraderIT Madrid is playing awful and no modric but 90 minutes in BernabÃ©u stadium are so so long. Viallreal never won there,fear
2004,@97_aleix having a terrific game and not at all fazed #MCFC,fear
2005,@corruptmelon now im feeling the,fear
2006,No we didn't just bully our professor to move the Chem quiz to Monday ðŸ˜‚,fear
2007,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate,fear
2008,#terror @sjdonghaev i love you,fear
2009,"@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.",fear
2010,Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet.  #amwriting,fear
2011,"Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote",fear
2012,@STLouis_RamsFan their whole team is limited when they're on the field.,fear
2013,It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer,fear
2014,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad,fear
2015,This maybe a new start but it will always be align with the end. #start #forward,fear
2016,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear",fear
2017,"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?",fear
2018,@JasonBHampton it's Bowers. I went and drove it for a while this evening,fear
2019,@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!,fear
2020,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam",fear
2021,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe,fear
2022,"My interview went well today, I can't wait to find out what happens.  #excited #interview #jobinterview",fear
2023,Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?,fear
2024,I delete numbers so quick with no hesitation,fear
2025,@1NatalieMaines Can you imagine being the person who has to spray tan him?,fear
2026,"After Nawaz Sharif's speech on terrorism, Kejriwal is expected to talk on Governance.",fear
2027,"â€œ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.â€",fear
2028,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action.",fear
2029,induction day tomorrow for pizza express,fear
2030,Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga â¤ï¸,fear
2031,@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,fear
2032,@siomo @NEWSTALK1010 20 says he gets reelected..... #be,fear
2033,"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",fear
2034,wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420,fear
2035,ew tires &amp; an alarm system on my car. fwm now!,fear
2036,Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech,fear
2037,Unbelievable from McDavid and Matthews. Lundqvist can do nothing but shake his head #WCH2016,fear
2038,@CSTrey4 thanks brotein shake ðŸ˜ˆðŸ˜ˆðŸ˜ˆ,fear
2039,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you",fear
2040,"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",fear
2041,Everything youâ€™ve ever wanted is on the other side of fear. â€“George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote,fear
2042,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start",fear
2043,"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!",fear
2044,@madihayousufzai Please DM your concern,fear
2045,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen ðŸ˜‚ðŸ˜‚ #GBBO,fear
2046,"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",fear
2047,Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,fear
2048,@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,fear
2049,Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?,fear
2050,@ntfc watched the cobblers loads this season how is gorre a pro footballler terrible,fear
2051,"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless",fear
2052,Everything youâ€™ve ever wanted is on the other side of fear. â€“George Addair #ThursdayThoughts #yourpushfactor  #life #quote,fear
2053,Ramos with his ground shaking headers..ðŸ˜,fear
2054,"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",fear
2055,How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? ðŸ˜³ðŸ˜³ðŸ˜³,fear
2056,My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism,fear
2057,"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",fear
2058,What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,fear
2059,I'm curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.,fear
2060,@DreKnott You've got tremendous range.,fear
2061,"ok, ok.. I know.. my last tweet was #terrible",fear
2062,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,fear
2063,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is",fear
2064,@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers,fear
2065,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",fear
2066,#nana 4 hoco bc my dream since freshman year awe ðŸ˜™â¤â¤â¤ @thecandeyman,fear
2067,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice",fear
2068,Every year I go to universal studios to horror nights as a 3rd wheel lol ðŸ˜ŠðŸ˜‚,fear
2069,My goals are so big they scare small minds,fear
2070,if you do me wrong i will not hesitate to block you and cut you out of my life completely ðŸ˜‡ it's one of my greatest talents,fear
2071,Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !,fear
2072,@SusannahSpot I could pop round,fear
2073,Step over #fear and rely on #faith!,fear
2074,"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the",fear
2075,"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix",fear
2076,Research has determined 70% of #laughter is actually .,fear
2077,I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,fear
2078,"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",fear
2079,"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all",fear
2080,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood",fear
2081,"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",fear
2082,im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con,fear
2083,You have a #problem? Yes! Can you do #something about it? No! Than why #worry,fear
2084,@TheOnlySweeney their slogan should've been #start instead of #finish,fear
2085,@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running,fear
2086,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums",fear
2087,This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles.,fear
2088,@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all,fear
2089,"Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth",fear
2090,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,fear
2091,@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense ðŸ˜­ðŸ˜‚,fear
2092,@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year,fear
2093,81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi,fear
2094,Round 2  #pcola,fear
2095,"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys",fear
2096,"Jorge deserves it, honestly. He's weak.  #90dayfiance",fear
2097,Not sure that men can handle a woman that's got her crap together.  #independent,fear
2098,@GSchwartz_ it wasn't a joke .,fear
2099,Don't be so shy #nl,fear
2100,Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks ðŸ˜‚,fear
2101,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,fear
2102,Pretty excited for American horror story tonight,fear
2103,@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,fear
2104,"Aberdeen st Johnstone, let's see who can punt it the furthest",fear
2105,"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance",fear
2106,At the end of the day I know that my kids will never worry about me leaving them ðŸ’•,fear
2107,I really wanna go fright night at Thorpe Park next month ðŸ‘»,fear
2108,"Fear blocks blessings, faith unlocks them. #ManUp  #faith",fear
2109,Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete,fear
2110,I was having a good dream.. and then my alarm went off,fear
2111,Huns are like a box of coffee revels,fear
2112,@LakersTakeover it ain't that serious. #HOUvsNE  #igotbetterthingstodotonightthandie,fear
2113,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful",fear
2114,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!!  #TNF,fear
